path,bytes,sha256,baseline_status
src/ui/discovery/collection.rs,5183,a4ff05ae9a3ea47da077e12f15ddb47634a72b1cad34fc7ddfe0624dbd414ffe,new
src/ui/discovery/mod.rs,2726,7c870345baa566270203136c14b9c5c95aba5013cc94dbb4eb1a8cbe28e21f6a,new
src/ui/discovery/shelves.rs,9220,7868c11095ec45dbeac18199d6eecc7face8cb5e2112fbee7775c12eaf9ab6ed,new
src/ui/discovery/tests.rs,1795,413acd8e8be93c5c26bae70f574c7d2874f2355046282709ba8889ad05cbf5cc,new
src/ui/equalizer.rs,3999,c485ea62b7763f0b4ab1f7e81dcffbd7d71726cbdb211136050f218cdab78594,unchanged
src/ui/home.rs,18830,616124dab3e443e8d54119658c9d4629efca1fbb93404a55911b71e11f9e7cf7,edited
src/ui/library.rs,4278,eb059350db9f6f0941cf45f86b0d56a62519db21d997d7063a0c1013ff5699af,unchanged
src/ui/listening_history.rs,1766,479dd3eb91ab2207a81fd7d19201924910405820c73154785d19890930c6bd65,unchanged
src/ui/lyrics.rs,6054,9be14aecf3e2a61ed3661cfc7ec39f5cdd5283f075f5aa00eba5419c162a7796,edited
src/ui/mod.rs,16940,f89653d4c0cbc3faf463c5bb6e4c8af6f06e1c4249f5edaf2bbba13c2f3a30ee,edited
src/ui/now_playing.rs,4693,8452de9e2a00de0b1cd267e45473ce3347430a87562127bc227960721128edff,unchanged
src/ui/player_bar.rs,16162,6bd5de057827b53ccada1178edc4ae8a7461fba496975b75813478df2d13900b,unchanged
src/ui/playlist.rs,2684,f3107b539b603fa168b7c58f3bb8250bb18d6629f33229191c1876fa8c009ca8,unchanged
src/ui/queue.rs,2803,46d7a7ac581a29b7a80e00ffee6332981235046bcb9900d43d49dd0ada83c13e,unchanged
src/ui/queue_edit.rs,6289,49a31709456b1fdb7a021ec2a5f08f8e3ce21762be1ceae2e22f1e9a34e864b7,edited
src/ui/rows/cells.rs,8156,859f40a1c0256fcbcd22e1457cbe4405f863eab2257e508b4aee9265d0cbca52,new
src/ui/rows/list.rs,4887,a95689785f852effda1688b5f3cf194f0ed7bf8f57d44f18670bdba1d1aae1b6,new
src/ui/rows/menus.rs,4007,3e0f0efb7ec1b562c75954f8bbde9b163e5f6b373f8548be1d8a6c0707ad45c2,new
src/ui/rows/mod.rs,579,89bae3aa61b92ab0c37b8117407308c2ec6041e281680133897225e9f1d06467,new
src/ui/rows/tests.rs,10786,c838639ecd3f25298073841d7c5177b2f2479204f7ab2cb4a66d0d0a153e7028,new
src/ui/search.rs,5583,06669c73e81da8c73057c875b668e156d5fc096abd8a24c1ef16a1580affe57f,unchanged
src/ui/sign_in.rs,9420,4964982c009fa955952578f26ea2f86ae4855f794fb99a6592b8b3a239254f03,unchanged
src/ui/skin_browser.rs,8557,99d350781e6565ed55065ed017d3c5758e2a3d0b6834bf779001df977845af2e,edited
src/ui/winamp/display.rs,21326,38c5a6a30fad472bdc7dc245d73da26b04f00b24e5cd57ad8e40be0c4d319be6,new
src/ui/winamp/equalizer.rs,14775,fdfcbe463595f8a8756f97fa8f672642521ba6f656f6b9e7d49c0aa747d72de3,edited
src/ui/winamp/menus.rs,6351,ac26eec544d2a9f656e920ed5642dd2f891016381e1b61b34d23ece21df3dc6d,new
src/ui/winamp/mod.rs,22614,2ccf02f7952a1d41c61027f69fac7c315d08e3335fa7cc27a08ef9388ad58cbb,edited
src/ui/winamp/pixel_text.rs,10461,70c99390e63a2862353180b2d85e86d42b1aaf7175cbe87a8a8a2e4c4ae75948,unchanged
src/ui/winamp/playlist.rs,28157,e60de9ddc7d706f5fe9c84fc59bf3f7268ae0c53508368894f96b6a63188beeb,unchanged
src/ui/winamp/shell.rs,3732,1f8be4a9ab7e327ce259dce7e17cec4eef3ef9ccc8202d998abb32493353a714,new
src/ui/winamp/transport.rs,6181,b07ac20795e9c776e8c48bedf27d26990c93d690a577a0b1a207fb1e38857ad6,new
src/ui/winamp/view.rs,10664,1076ef5c936a13a7e39d8007a98b55e6a85445f6f0ab8a2ae55016ff94a63db6,unchanged
src/vis.rs,21861,a5d20cfb64c914528d2d684b87d90532aa65fae9e692eb2261ea68c35dae7c9e,unchanged
tests/fixtures/search_albums_coldplay.json,176602,5cfa097e5b40f77ccaabb769326ee89d815263b804ec26a00fde90bf406ec0a7,unchanged
tests/fixtures/search_albums_harry_potter_audiobook.json,164762,3df28fe5e86a97a11b86d1d6e614035cf135025a67e6a710bfbcd9557216f690,unchanged
tests/fixtures/search_artists_coldplay.json,23949,f73eabe678a91db22001188829f6d68ef3df5f65c0f8e94acef050da692d23ed,unchanged
tests/fixtures/search_artists_harry_potter_audiobook.json,10087,cecdf4469cb880e19244eaadfbd601b20ab71a1d2e4fc7bb8c4bd39d3a04f239,unchanged
tests/fixtures/search_songs_broken_row.json,4886,4d92f5dcbb03c7b3197b1007976bc2b19c5f2dbab4021d9dfc8df757fe0b495a,unchanged
tests/fixtures/search_songs_coldplay.json,198338,9aec019a6862040e91c2789605e70eee68f1b3489821b957d95c6b7bf8d27485,unchanged
tests/fixtures/search_songs_harry_potter_audiobook.json,223134,66cd27af51fed3218ea1e4079c42931819fab0f7698ed289c1aa2652b14d2456,unchanged
